"RCD","Symbol","HGNC_ID","ENSG_stable","Dependence","Evidence","Exp_organism","Pathway","Confidence","Experiments","Caution","UniProtAC","PMID","Remark","Latest_update","Data_source","Gene_type_hgnc_locus_type_or_other"
"Ferroptosis","SIRT7","HGNC:14935","ENSG00000187531","_NA_","In conclusion, SIRT7 alleviates renal ferroptosis, lipid peroxidation, and partial EMT under hypertensive status by facilitating the KLF15/Nrf2 signaling, thereby mitigating renal fibrosis, injury and dysfunction.","Mice","SIRT7 :+: (KLF15/Nrf2), (KLF15/Nrf2) :-: Ferroptosis","Validated",0,"_NA_","Q9NRC","36334846","_NA_",2023-10-20,"FerrDb team","gene with protein product"
"Ferroptosis","NAT10","HGNC:29830","ENSG00000135372","_NA_","NAT10 knockdown significantly increased ferroptosis in colon cancer cells","Human, mice","NAT10 :+: FSP1, FSP1 :-: Ferroptosis","Validated",0,"_NA_","Q9H0A0","36209353","_NA_",2023-10-07,"FerrDb team","gene with protein product"
"Ferroptosis","SIRT1","HGNC:14929","ENSG00000096717","_NA_","Furthermore, Res-mediated SIRT1 upregulation increased Nrf2 and GPx4 expression, thereby attenuating ferroptosis, reducing brain atrophy/damage, and improving learning and memory abilities.","Rat","SIRT1 :+: (Nrf2/GPx4), (Nrf2/GPx4) :-: Ferroptosis","Validated",0,"_NA_","Q96EB6","36184790","_NA_",2023-10-07,"FerrDb team","gene with protein product"
"Ferroptosis","JUND","HGNC:6206","ENSG00000130522","_NA_","JUND/linc00976 promotes cholangiocarcinoma progression and metastasis, inhibits ferroptosis by regulating the miR-3202/GPX4 axis.","Human, mice","JUND :+: Linc00976, Linc00976 :-: miR-3202, miR-3202 :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P17535","36400758","_NA_",2023-10-27,"FerrDb team","gene with protein product"
"Ferroptosis","LINC00976","HGNC:50610","_NA_","_NA_","Knockdown of linc00976 significantly repressed proliferation and metastasis and promoted ferroptosis of CCA cells both in vitro and in vivo, whereas linc00976 overexpression exerted the opposite effect.","Human, mice","Linc00976 :-: miR-3202, miR-3202 :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","36400758","_NA_",2023-10-27,"FerrDb team","RNA, long non-coding"
"Ferroptosis","TULP1","HGNC:12423","ENSG00000112041","_NA_","Tulp1 deficiency causes early-onset retinal degeneration through affecting ciliogenesis and activating ferroptosis in zebrafish.","Zebrafish","TULP1 :-: Ferroptosis","Validated",0,"_NA_","O00294","36396940","_NA_",2023-10-27,"FerrDb team","gene with protein product"
"Ferroptosis","MITF","HGNC:7105","ENSG00000187098","_NA_","Ultimately, pharmacological inhibition of β-catenin or MITF increased the efficacy of anti-PD-1 immunotherapy in preclinical xenograft tumor model by promoting ferroptosis.","Human, mice","MITF :-: Ferroptosis","Validated",0,"_NA_","O75030","36429010","_NA_",2023-10-27,"FerrDb team","gene with protein product"
"Ferroptosis","CTNNB1","HGNC:2514","ENSG00000168036","_NA_","Ultimately, pharmacological inhibition of β-catenin or MITF increased the efficacy of anti-PD-1 immunotherapy in preclinical xenograft tumor model by promoting ferroptosis.","Human, mice","CTNNB1 :+: MITF, MITF :-: Ferroptosis","Deduced",0,"_NA_","P35222","36429010","a group of β-catenin",2023-10-27,"FerrDb team","gene with protein product"
"Ferroptosis","JUP","HGNC:6207","ENSG00000173801","_NA_","Ultimately, pharmacological inhibition of β-catenin or MITF increased the efficacy of anti-PD-1 immunotherapy in preclinical xenograft tumor model by promoting ferroptosis.","Human, mice","JUP :+: MITF, MITF :-: Ferroptosis","Deduced",0,"_NA_","P14923","36429010","a group of β-catenin",2023-10-27,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Glutathione peroxidase 4 inhibition induces ferroptosis and mTOR pathway suppression in thyroid cancer.","Human","GPX4 :+: mTOR, mTOR :-: Ferroptosis","Validated",0,"_NA_","P36969","36371529","_NA_",2023-10-27,"FerrDb team","gene with protein product"
"Ferroptosis","MYC","HGNC:7553","ENSG00000136997","_NA_","Downregulation of c-Myc could facilitate KDM1A knockdown-mediated ferroptosis.","Human","MYC :-: HOMX1, HOMX1  :+: Ferroptosis","Validated",0,"_NA_","P01106","36357457","c-MYC in article.",2023-10-27,"FerrDb team","gene with protein product"
"Ferroptosis","KDM1A","HGNC:29079","ENSG00000004487","_NA_","Knockdown of KDM1A promoted the ferroptosis sensitivity of lung cancers.","Human","KDM1A :+: c-Myc, c-Myc :-: HOMX1, HOMX1  :+: Ferroptosis","Validated",0,"_NA_","O60341","36357457","_NA_",2023-10-27,"FerrDb team","gene with protein product"
"Ferroptosis","AEBP1","HGNC:303","ENSG00000106624","_NA_","The data showed that inhibition of AEBP1 promotes ferroptosis of oral cancer cells.","Human, mice","AEBP1 :+: (JNK/ P38 /ERK), (JNK/ P38 /ERK) :-: Ferroptosis","Validated",0,"_NA_","Q8IUX7","36352396","_NA_",2023-10-27,"FerrDb team","gene with protein product"
"Ferroptosis","BBOX1-AS1","HGNC:50700","ENSG00000254560","_NA_","Inhibition of BBOX1-AS1 reduced cell proliferation, slowed cell invasion and migration, and promoted apoptosis and ferroptosis in vitro.","Human, mice","BBOX1-AS1 :-: miR-513a-3p, miR-513a-3p :-: SLC7A11,SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","36216119","_NA_",2023-10-27,"FerrDb team","RNA, long non-coding"
"Ferroptosis","MIR2115","HGNC:37309","ENSG00000252466","_NA_","miR-2115-3p inhibits ferroptosis by downregulating the expression of glutamic-oxaloacetic transaminase in preeclampsia.","Rat","MIR2115 :-: GOT1, GOT1 :+: Ferroptosis","Validated",0,"_NA_","_NA_","36279730","_NA_",2023-11-01,"FerrDb team","RNA, micro"
"Ferroptosis","USF2","HGNC:12594","ENSG00000105698","_NA_","Upstream stimulatory factor 2 inhibits erastin-induced ferroptosis in pancreatic cancer through transcriptional regulation of pyruvate kinase M2.","Human","USF2 :+: PKM2, PKM2 :-: Ferroptosis","Validated",0,"_NA_","Q15853","36210578","_NA_",2023-11-01,"FerrDb team","gene with protein product"
"Ferroptosis","PKM2","HGNC:9021","ENSG00000067225","_NA_","Interestingly, PKM2 also negatively regulated ferroptosis and PKM2 knockdown markedly impaired the effects of USF2 on lipid peroxidation and ferroptotic cell death.","Human","PKM2 :-: Ferroptosis","Validated",0,"_NA_","P14618","36210578","_NA_",2023-11-01,"FerrDb team","gene with protein product"
"Ferroptosis","GLS","HGNC:4331","ENSG00000115419","_NA_","In contrast, GLS overexpression in tumor cells fully restored GBC proliferation and decreased ROS imbalance, thus suppressing ferroptosis.","Human, mice","GLS :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","O94925","36176239","_NA_",2023-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","In vivo knockdown of Nrf2 in MI rats enhanced ferroptosis and damaged the protective effect of Sal B on MI.","Rat","NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","36174419","Nrf2 in article.",2023-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","HRH1","HGNC:5182","ENSG00000196639","_NA_","The inhibition of H1R aggravated myocardial ferroptosis induced by DOX in vivo","Human, mice","HRH1 :-: STAT3, STAT3 :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","P35367","36165929","H1R in article.",2023-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","OMA1","HGNC:29661","ENSG00000162600","_NA_","These experiments demonstrate that Oma1 protects Cox10−/− MEFs against ferroptosis.","Mice","OMA1 :+: Dele1, Dele1 :+: Atf4, Atf4 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q96E52","36113464","_NA_",2023-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","DELE1","HGNC:28969","ENSG00000081791","_NA_","Similarly, depletion of Atf4 or Dele1 increased the vulnerability of Cox10−/− cells for erastin-induced ferroptosis","Mice","DELE1:+: Atf4, Atf4 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q14154","36113464","_NA_",2023-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","ATF4","HGNC:786","ENSG00000128272","_NA_","Similarly, depletion of Atf4 or Dele1 increased the vulnerability of Cox10−/− cells for erastin-induced ferroptosis","Mice","ATF4 :+: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","P18848","36113464","_NA_",2023-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","PYCR1","HGNC:9721","ENSG00000183010","_NA_","The present study clarifies that the proline biosynthetic enzyme PYCR1 is highly expressed and functions as a protumor gene for colorectal cancer cells resisting 5-FU by inhibiting apoptosis and ferroptosis.","Human, mice","PYCR1 :+: SLC25A10, SLC25A10 :-: Ferroptosis","Validated",0,"_NA_","P32322","36104652","_NA_",2023-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","ANGPTL4","HGNC:16039","ENSG00000167772","_NA_","Conclusively, these results suggested that ANGPTL4 had a radiation protective effect by reducing the accumulation of lipid peroxidation and restraining ferroptosis.","Human, mice","ANGPTL4 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q9BY76","36050447","_NA_",2023-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","SHARPIN","HGNC:25321","ENSG00000179526","_NA_","SHARPIN promotes cell proliferation of cholangiocarcinoma and inhibits ferroptosis via p53/SLC7A11/GPX4 signaling","Human","SHARPIN :+: (p53/SLC7A11/GPX4), (p53/SLC7A11/GPX4) :-: Ferroptosis","Validated",0,"_NA_","Q9H0F6","35968603","_NA_",2023-11-03,"FerrDb team","gene with protein product"
"Ferroptosis","IGF2BP3","HGNC:28868","ENSG00000136231","_NA_","IGF2BP3 negatively regulates sorafenib-induced ferroptosis in HCC cells.","Human","IGF2BP3 :+: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","O00425","36030651","_NA_",2023-11-06,"FerrDb team","gene with protein product"
"Ferroptosis","PER1","HGNC:8845","ENSG00000179094","Per1/Per2 double-knockout.","Per1/Per2 knockout Affects Spleen Immune Function in Elderly Mice via Inducing Spleen Lymphocyte Ferroptosis.","Mice","PER1 :-: Ferroptosis","Deduced",0,"_NA_","O15534","36361751","_NA_",2023-11-06,"FerrDb team","gene with protein product"
"Ferroptosis","PER2","HGNC:8846","ENSG00000132326","Per1/Per2 double-knockout.","Per1/Per2 knockout Affects Spleen Immune Function in Elderly Mice via Inducing Spleen Lymphocyte Ferroptosis.","Mice","PER2 :-: Ferroptosis","Deduced",0,"_NA_","O15055","36361751","_NA_",2023-11-06,"FerrDb team","gene with protein product"
"Ferroptosis","GOT1","HGNC:4432","ENSG00000120053","_NA_","GOT1 inhibition contributes to SHK-induced ferroptosis in MM.","Human, mice","GOT1 :-: Ferroptosis","Validated",0,"_NA_","P17174","36387145","_NA_",2023-11-10,"FerrDb team","gene with protein product"
"Ferroptosis","MCF2L","HGNC:14576","ENSG00000126217","_NA_","Downregulation of MCF2L Promoted the Ferroptosis of Hepatocellular Carcinoma Cells through PI3K/mTOR Pathway in a RhoA/Rac1 Dependent Manner.","Human, mice","MCF2L :+: GXP4, GXP4 :-: Ferroptosis","Validated",0,"_NA_","O15068","36330204","_NA_",2023-11-10,"FerrDb team","gene with protein product"
"Ferroptosis","BMAL1","HGNC:701","ENSG00000133794","_NA_","However, the impact of melatonin on liver protection and anti-ferroptosis was offset upon brain and muscle ARNT-like 1 (BMAL1) knockdown with the notably blocked Nrf2-ARE pathway.","Human, mice","BMAL1 :+: (Nrf2/ARE), (Nrf2/ARE) :-: Ferroptosis","Validated",0,"_NA_","O00327","36166594","_NA_",2023-11-17,"FerrDb team","gene with protein product"
"Ferroptosis","SLC1A5","HGNC:10943","ENSG00000105281","_NA_","Collectively, our findings indicated that SLC1A5 may act as a suppressor gene against ferroptosis and can be a potential target for ionizing radiation mediated effects.","Human","SLC1A5 :-: Ferroptosis","Validated",0,"_NA_","Q15758","36262284","_NA_",2023-11-17,"FerrDb team","gene with protein product"
"Ferroptosis","CAPRIN2","HGNC:21259","ENSG00000110888","_NA_","The stable knockdown of CAPRIN2 in NPC cells enhanced erastin induced ferroptosis, while the stable overexpression of CAPRIN2 promoted ferroptosis resistance in NPC cell","Human, mice","CAPRIN2 :+: HMGCR, HMGCR :-: Ferroptosis","Validated",0,"_NA_","Q6IMN6","36276162","_NA_",2023-11-17,"FerrDb team","gene with protein product"
"Ferroptosis","HMGCR","HGNC:5006","ENSG00000113161","_NA_","Knockdown of HMGCR alleviated ferroptosis resistance in ECM-detached NPC cells, while ectopic expression of HMGCR promoted ferroptosis resistance in cells","Human, mice","HMGCR :-: Ferroptosis","Validated",0,"_NA_","P04035","36276162","_NA_",2023-11-17,"FerrDb team","gene with protein product"
"Ferroptosis","LINC00941","HGNC:48635","ENSG00000235884","_NA_","LINC00941 downregulation promoted the ferroptosis of ECM-detached NPC cells, which was partially rescued by CAPRIN2 overexpression.","Human, mice","LINC00941 :+: CAPRIN2, CAPRIN2 :+: HMGCR, HMGCR :-: Ferroptosis","Validated",0,"_NA_","_NA_","36276162","_NA_",2023-11-17,"FerrDb team","RNA, long non-coding"
"Ferroptosis","BNC1","HGNC:1081","ENSG00000169594","_NA_","Mechanistically, BNC1 deficiency triggers oocyte ferroptosis via the NF2-YAP pathway.","Human, mice","BNC1 :+: (NF2/YAP), (NF2/YAP) :-: Ferroptosis","Validated",0,"_NA_","Q01954","36198708","_NA_",2023-11-17,"FerrDb team","gene with protein product"
"Ferroptosis","SIRT6","HGNC:14934","ENSG00000077463","_NA_","SIRT6 can inhibit ferroptosis and restore the ability of bone formation and angiogenesis.","Human, rat","SIRT6 :-: Ferroptosis","Validated",0,"_NA_","Q8N6T7","36275897","_NA_",2023-11-15,"FerrDb team","gene with protein product"
"Ferroptosis","TRPM2","HGNC:12339","ENSG00000142185","_NA_","Silencing TRPM2 enhanced the ferroptosis of gastric cancer triggered by erastin and RSL3.","Human","TRPM2 :+: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","O94759","36238268","_NA_",2023-11-22,"FerrDb team","gene with protein product"
"Ferroptosis","YAP1","HGNC:16262","ENSG00000137693","_NA_","YAP1 inhibits ferritinophagy-mediated ferroptosis in hepatocytes, and YAP1 deficiency aggravates sepsis-induced liver injury.","Human, mice","YAP1 :-: Ferroptosis","Validated",0,"_NA_","P46937","36182901","_NA_",2023-11-22,"FerrDb team","gene with protein product"
"Ferroptosis","TRPV1","HGNC:12716","ENSG00000196689","_NA_","TRPV1 protects chondrocytes from ferroptosis in OA.","Human, mice","TRPV1 :-: Ferroptosis","Validated",0,"_NA_","Q8NER1","36137413","_NA_",2023-11-22,"FerrDb team","gene with protein product"
"Ferroptosis","ISCA2","HGNC:19857","ENSG00000165898","_NA_","ISCA2 inhibition decreases HIF and induces ferroptosis in clear cell renal carcinoma.","Human, mice","ISCA2 :-: Ferroptosis","Deduced",0,"_NA_","Q86U28","36097192","_NA_",2023-11-22,"FerrDb team","gene with protein product"
"Ferroptosis","NEAT1","HGNC:30815","ENSG00000245532","_NA_","These findings suggest that knockdown of NEAT1 promotes GNA-induced ferroptosis.","Human","NEAT1 :-: Ferroptosis","Validated",0,"_NA_","_NA_","36081284","_NA_",2023-11-22,"FerrDb team","RNA, long non-coding"
"Ferroptosis","TRIM7","HGNC:16278","ENSG00000146054","_NA_","TRIM7 silence causes intracellular iron accumulation and ferroptosis of human glioblastoma cells.","Human","TRIM7 :-: Ferroptosis","Validated",0,"_NA_","Q9C029","36067704","_NA_",2023-11-22,"FerrDb team","gene with protein product"
"Ferroptosis","OGFRP1","HGNC:50511","ENSG00000182057","_NA_","OGFRP1 knockdown suppressed cell proliferation and facilitated ferroptosis by promoting lipid peroxidation and iron accumulation in lung cancer.","Human","OGFRP1 :+: miR-299-3p, miR-299-3p :-: SLC38A1, SLC38A1 :+: Ferroptosis","Validated",0,"Pseudogene on HGNC","_NA_","36066402","_NA_",2023-11-22,"FerrDb team","RNA, long non-coding"
"Ferroptosis","VAMP2","HGNC:12643","ENSG00000220205","_NA_","Additionally, HSC-specific overexpression of VAMP2 impaired EA-induced HSC ferroptosis in mouse liver fibrosis, and HSC-specific VAMP2 knockdown increased the inhibitory effect of EA on fibrosis.","Human, mice","VAMP2 :-: Ferroptosis","Validated",0,"_NA_","P63027","36029649","_NA_",2023-11-24,"FerrDb team","gene with protein product"
"Ferroptosis","MTTP","HGNC:7467","ENSG00000138823","_NA_","Adipocyte-Derived Exosomal MTTP Suppresses Ferroptosis and Promotes Chemoresistance in Colorectal Cancer","Human, mice","MTTP :+: PRAP1, PRAP1 :-: ZEB1, ZEB1 :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P55157","35978266","_NA_",2023-11-24,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","These results indicated that activation of Nrf2 attenuates 1,3-DCP-induced ferroptosis, whereas inhibition of Nrf2 exacerbates 1,3-DCP-induced ferroptosis.","Human, mice","Nrf2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","35870111","Nrf2 in article.",2023-11-24,"FerrDb team","gene with protein product"
"Ferroptosis","SIRT1","HGNC:14929","ENSG00000096717","_NA_","In addition, our results also found that inhibiting SIRT1 activation could result in ferroptosis in dNCR mice","Mice","SIRT1 :+: (Nrf2/HO-1), (Nrf2/HO-1) :-: Ferroptosis","Validated",0,"_NA_","Q96EB6","36238648","_NA_",2023-11-24,"FerrDb team","gene with protein product"
"Ferroptosis","CISD2","HGNC:24212","ENSG00000145354","_NA_","Inhibition of CISD2 promotes ferroptosis through ferritinophagy-mediated ferritin turnover and regulation of p62-Keap1-NRF2 pathway.","Human, mice","CISD2 :+: p62, p62 :-: Keap1, Keap1 :-: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","Q8N5K1","36180832","_NA_",2023-11-24,"FerrDb team","gene with protein product"
"Ferroptosis","MT1G","HGNC:7399","ENSG00000125144","_NA_","Upregulation of Metallothionein 1 G (MT1G) Negatively Regulates Ferroptosis in Clear Cell Renal Cell Carcinoma by Reducing Glutathione Consumption.","Human","MT1G :-: Ferroptosis","Deduced",0,"_NA_","P13640","36204178","_NA_",2023-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","TMEM43","HGNC:28472","ENSG00000170876","_NA_","TMEM43 Protects against Sepsis-Induced Cardiac Injury via Inhibiting Ferroptosis in Mice.","Mice","TMEM43 :-: TP53, TP53 :+: Ferroptosis","Validated",0,"_NA_","Q9BTV4","36230956","_NA_",2023-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","CircRAPGEF5","_NA_","_NA_","Interact with RBFOX2.","circRAPGEF5 promotes resistance to ferroptosis by regulating the alternative splicing of TFRC.","Human, mice","CircRAPGEF5 :+: TFRC, TFRC :-: Ferroptosis","Validated",0,"_NA_","_NA_","36182807","_NA_",2023-11-30,"FerrDb team","circular, RNA"
"Ferroptosis","AADAC","HGNC:17","ENSG00000114771","_NA_","AADAC protects metastatic CRC cells from ferroptosis by inhibiting lipid peroxidation in an SLC7A11-dependent manner, thus effectively promoting their metastatic colonization and growth in the liver.","Human, mice","AADAC :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","P22760","36163032","_NA_",2023-11-30,"FerrDb team","gene with protein product"
