,unique_id,target_id,regulator_id,disease_id,drug_id,unique_id,Regulation,drug2ferroptosis,drug2regulator,drug2target,regulator to target gene,regulator2ferroptosis,target_role4ferroptosis,Vivo model,ReferenceID,disease_detail_icd,disease_detail,in_vitro,Cell Line,pathway_id,Cell_progress
1377,unique01383,P02786,MI0000299,ICD-11: DB93,.,unique01383,Exosomes derived from HBV-infected LO2 cells promote LX-2 cell activation and liver fibrosis in mouse Exosomal miR-222 derived from HBV-infected LO2 cells promotes LX-2 cell activation TFRC is a target of miR-222 and inhibits LX-2 cell activation induced by miR-222 miR-222 promotes LX-2 cell activation through inhibiting TFRC-induced ferroptosis.,.,.,.,Down regulation,Suppressor,Marker/Suppressor/Driver,"Male C57BL/6 mice (6-8-weeks old; Vitalriver, Beijing, China) were employed. Briefly, 200 ul AAV8-HBV-1.2 was introduced through the tail vein. The exosomes (10 ug) derived from HBV-infected LO2 cells were dissolved in PBS (50 ul) and introduced through the tail vein 2 h after AAV8-HBV-1.2 injection. Mice were anesthetized by inhalation with 3% isoflurane and sacrificed by cervical dislocation after 4 weeks to collect livers for hematoxylin-eosin (HE) and Masson's Trichrome staining and measurement of liver injury as previously described.",REF000631,ICD-11: DB93,Liver fibrosis,CELL00304,LO2,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
1378,unique00876,Unspecific Target,Q9H492,ICD-11: DB93,Artesunate,unique00876,"Artesunate evidently triggered ferritinophagy accompanied by up-regulation of LC3 (microtubule-associated protein light chain 3), Atg3, Atg5, Atg6/beclin1, Atg12 (autophagy related genes) and down-regulation of p62, FTH1 (ferritin heavy chain), NCOA4 (nuclear receptor co-activator 4) in activated HSCs. These results suggested that ferritinophagy-mediated HSC ferroptosis was responsible for artesunate-induced anti-fibrosis efficacy in liver fibrosis.",Inducer,Up regulation,.,.,Driver,.,"6-8-week-old, 20 &plusmn; 2 g, male ICR mice, obtained from Nanjing Medical University (Nanjing, China), were randomly divided into five groups (n = 8 per group). Mouse model of chronic liver fibrosis was established by 10% carbon tetrachloride (CCl4, 0.5 ml/100 g body weight) injection. Groups are follows: (1) Control group was intraperitoneally (i.p.) injected with olive oil; (2) Model group was i.p. injected with 10% CCl4 every other day a week for 8 weeks; (3) Low-dose artesunate treatment groups were i.p. injected by CCl4 every other day a week for 8 weeks and daily i.p. injected by 50 mg/kg artesunate for last 4 weeks; (4) Middle-dose artesunate treatment groups were i.p. injected by CCl4 every other day a week for 8 weeks and daily i.p. injected by 100 mg/kg artesunate for last 4 weeks; (5) High-dose artesunate treatment groups were i.p. injected by CCl4 every other day a week for 8 weeks and daily i.p. injected by 200 mg/kg artesunate for last 4 weeks.",REF000056,ICD-11: DB93,Liver fibrosis,CELL10073; CELL10073,HSC; LX2,Fatty acid metabolism (hsa01212); Autophagy (hsa04140),Cell ferroptosis; Cell autophagy
1379,unique00462,P02794,.,ICD-11: DB95,Nickel Chloride,unique00462,"Nickel chloride caused hepatic ferroptosis accompanied by increased iron content in the liver and up-regulation of cyclooxygenase 2 (COX-2) protein and mRNA expression levels, down-regulation of glutathione eroxidase 4 (GPX4), ferritin heavy chain 1 (FTH1) and nuclear receptor coactivator 4 (NCOA4) protein and mRNA expression levels. Altogether, Mitochondria damage and ferroptosis involved in Ni-induced hepatotoxicity in mice.",Inducer,.,Down regulation,.,.,Marker/Suppressor,"Totally 128 7-week-old ICR male mice (22-25 g) were provided by Dashuo Biological Technology (Chengdu, China). The animals were divided into four groups (32 mice per group) randomly. The mice in the three experimental groups were gavage administered with Ni (NiCl2&#183;6H2O) at doses of 7.5, 15, and 30 mg/kg body weight respectively, while those in the control group were given distilled water. The Ni dose adopted here was determined according to the value of median lethal dose (LD50, 306.11 mg/kg) attained in the research on acute oral toxicity of male mice. We selected 1/40, 1/20 and 1/10 LD50 (306.11 mg/kg) of NiCl2 in this study.",REF000614,ICD-11: DB95,Ni-induced hepatotoxicity,CELL10040,Liver tissues,Ferroptosis (hsa04216),Cell ferroptosis
1380,unique00463,P36969,.,ICD-11: DB95,Nickel Chloride,unique00463,"Nickel chloride caused hepatic ferroptosis accompanied by increased iron content in the liver and up-regulation of cyclooxygenase 2 (COX-2) protein and mRNA expression levels, down-regulation of glutathione eroxidase 4 (GPX4), ferritin heavy chain 1 (FTH1) and nuclear receptor coactivator 4 (NCOA4) protein and mRNA expression levels. Altogether, Mitochondria damage and ferroptosis involved in Ni-induced hepatotoxicity in mice.",Inducer,.,Down regulation,.,.,Suppressor,"Totally 128 7-week-old ICR male mice (22-25 g) were provided by Dashuo Biological Technology (Chengdu, China). The animals were divided into four groups (32 mice per group) randomly. The mice in the three experimental groups were gavage administered with Ni (NiCl2&#183;6H2O) at doses of 7.5, 15, and 30 mg/kg body weight respectively, while those in the control group were given distilled water. The Ni dose adopted here was determined according to the value of median lethal dose (LD50, 306.11 mg/kg) attained in the research on acute oral toxicity of male mice. We selected 1/40, 1/20 and 1/10 LD50 (306.11 mg/kg) of NiCl2 in this study.",REF000614,ICD-11: DB95,Ni-induced hepatotoxicity,CELL10040,Liver tissues,Ferroptosis (hsa04216),Cell ferroptosis
1381,unique00464,P35354,.,ICD-11: DB95,Nickel Chloride,unique00464,"Nickel chloride caused hepatic ferroptosis accompanied by increased iron content in the liver and up-regulation of cyclooxygenase 2 (COX-2) protein and mRNA expression levels, down-regulation of glutathione eroxidase 4 (GPX4), ferritin heavy chain 1 (FTH1) and nuclear receptor coactivator 4 (NCOA4) protein and mRNA expression levels. Altogether, Mitochondria damage and ferroptosis involved in Ni-induced hepatotoxicity in mice.",Inducer,.,Up regulation,.,.,Marker,"Totally 128 7-week-old ICR male mice (22-25 g) were provided by Dashuo Biological Technology (Chengdu, China). The animals were divided into four groups (32 mice per group) randomly. The mice in the three experimental groups were gavage administered with Ni (NiCl2&#183;6H2O) at doses of 7.5, 15, and 30 mg/kg body weight respectively, while those in the control group were given distilled water. The Ni dose adopted here was determined according to the value of median lethal dose (LD50, 306.11 mg/kg) attained in the research on acute oral toxicity of male mice. We selected 1/40, 1/20 and 1/10 LD50 (306.11 mg/kg) of NiCl2 in this study.",REF000614,ICD-11: DB95,Ni-induced hepatotoxicity,CELL10040,Liver tissues,Ferroptosis (hsa04216),Cell ferroptosis
1382,unique01731,P0C7P0,P08620,ICD-11: DB96,.,unique01731,"FGF4 could be an indispensable regulator in the development of ConA-induced autoimmune hepatitis (AIH), with the addition of extra non-mitogenic rFGF4 being conducive to the alleviation of ferroptosis in hepatocytes by upregulating CISD3 levels as well as activating the Nrf2/HO-1 signal pathway.",.,.,.,Up regulation,Suppressor,Driver/Suppressor,"Six weeks old male C57BL/6 wild-type (WT) mice (20-25 g) were acquired from Zhejiang Vital River Laboratory Animal Technology Co., Ltd. (China). The animals were given an intravenous injection of ConA (15 mg/kg; Sigma-Aldrich) through the tail vein before sacrificing them 18 h later. Other treatment groups involved administering Ferrostatin-1 (Fer-1, 10 mg/kg; MedChemExpress) intraperitoneally, 30 min prior to the ConA injection.",REF000952,ICD-11: DB96,Autoimmune hepatitis,CELL00541,AML12,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
1383,unique01426,O60488,.,ICD-11: DB98,.,unique01426,"LncAABR07025387.1 acts as a competing endogenous RNA during myocardial ischemia/reperfusion injury. Mechanistically, lncAABR07025387.1 negatively regulates miR-205 expression and subsequently upregulates ACSL4-mediated ferroptosis.",.,.,.,Up regulation,Driver,Driver,"Adult male Sprague Dawley rats (3 months old, 200 g) purchased from the Animal Center of Nanjing University were housed at a controlled temperature of 18-22 and humidity of 50-70% under a 12-h light/dark cycle with free access to food and water. Before the operation, the rats were fasted overnight with free access to water. At the beginning of the operation, the rats were intraperitoneally injected with chloral hydrate (0.5 ml/100 g) for sedation) and 5% additional first dose for unsatisfactory sedation and made to inhale isoflurane for anesthesia. After incising the skin, the muscle was carefully separated layer by layer, and the trachea was exposed and fixed locally with a self-made pull hook. The trachea was then cut with a 10 ml syringe needle. The anesthesia mask was then replaced with the tracheal intubation. The ventilator was connected to the anesthesia machine for isopentane inhalation (2%). The proximal left anterior descending artery (LAD) was ligated using a 6.0 Prolene suture to induce myocardial ischemia. A small semi-cylindrical plastic hose was inserted to the LAD to facilitate the opening of the knot during reperfusion and to reduce the mechanical damage to the heart tissue and blood vessels. About 5 min later, the chest cavity was temporarily closed with a non-damaging hemostatic clip. After 30 min of ischemia, the noninjury hemostatic clip was loosened, the ligation and the protective tube were removed for reperfusion, and the chest was closed. The rats in the sham group underwent the same operation without being subjected to MI/R.",REF000668,ICD-11: DB98,Myocardial ischemia/reperfusion,CELL00030; CELL00057,H9C2; HEK293T,Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
1384,unique00700,O60488,.,ICD-11: DB98,Baicalein,unique00700,"Baicalein and luteolin protected cardiomyocytes against ferroptosis caused by ferroptosis inducers and I/R. Moreover, both baicalein and luteolin decreased ROS and malondialdehyde (MDA) generation and the protein levels of ferroptosis markers, and restored Glutathione peroxidase 4 (GPX4) protein levels in cardiomyocytes reduced by ferroptosis inducers. Baicalein and luteolin reduced the ischemia/reperfusion-induced myocardium infarction and decreased the levels of Acsl4 and Ptgs2 mRNA.",Suppressor,.,Down regulation,.,.,Driver,"In this study, 30 male Sprague Dawley rats (325-375 g) anesthetized using pentobarbital (1.5 g/kg, i.p.) were used for heart infarct studies,Western blot analysis, and qPCR. The isolated hearts were perfused in a Langendorff system. A water-filled latex balloon was inserted into the left ventricle cavity via mitral valve and linked to a physiological pressure transducer (AD Instruments, MLT884) for continuous monitoring of left ventricular systolic pressure (LVSP) and end diastolic pressure (LVEDP). Left ventricular developed pressure (LVDP) was calculated as the difference between LVSP and LVEDP (LVDP = LVSP-LVEDP). Measurements were recorded using PowerLab system and Chart 8 software (ADInstrument, Bella Vista, New South Wales, Australia). The hearts were stable for 30 min, and then subjected to 45 min of global ischemia by halting perfusion, followed by 1 h of reperfusion with Krebs-Henseleit (KH) bicarbonate buffer gassed with 95% O2, 5% CO2 at 37 (pH 7.4). The infarcted myocardium was measured using triphenyltetrazolium chloride(TTC, 25 mg/mL) staining. The KH buffer containing 118 mM NaCl, 4.8 mM KCl, 1.2 mM KH2PO4, 1.2 mM MgSO4, 25 mM NaHCO 31.3 mM CaCl2, and 11 mM glucose was filtered through a 0.22 uM pore before use.",REF000919,ICD-11: DB98,Myocardial ischemia/reperfusion injury,CELL00030,H9C2,Fatty acid metabolism (hsa01212),Cell ferroptosis
1385,unique00283,O60488,.,ICD-11: DB98,Baicalin,unique00283,"Baicalin prevents against myocardial ischemia/reperfusion injury via suppressing ACSL4-controlled ferroptosis. In addition, enhanced lipid peroxidation and significant iron accumulation along with activated transferrin receptor protein 1 (TfR1) signal and nuclear receptor coactivator 4 (NCOA4)-medicated ferritinophagy were observed in in vivo and in vitro models, which were reversed by baicalin treatment.",Suppressor,.,Down regulation,.,.,Driver,"Male Sprague-Dawley rats, 260-280 g, were provided by Beijing Vital River Laboratory Animal Technology CO., Ltd. (Beijing, China). Rats were randomly divided into five groups (n = 15 per group): control (sham operation + saline), I/R (I/R + saline), baicalin 100 mg/kg (BA-100, I/R + baicalin 100 mg/kg), baicalin 200 mg/kg (BA-200, I/R + baicalin 200 mg/kg), and diltiazem 20 mg/kg (DI-20, I/R + diltiazem 20 mg/kg). Drugs were given by oral gavage once daily (8 a.m.) for 6 days. At day 6, myocardial ischemia was induced 1 h after drug was administered.",REF000398,ICD-11: DB98,Myocardial ischemia/reperfusion injury,CELL00030,H9C2,Ferroptosis (hsa04216); Autophagy (hsa04140),Cell ferroptosis; Cell autophagy
1386,unique00817,O60488,.,ICD-11: DB98,Curcumin,unique00817,"Curcumin attenuates liver, pancreas and cardiac ferroptosis, oxidative stress and injury in ischemia/reperfusion-damaged rats by facilitating ACSL/GPx4 signaling.",Suppressor,.,Down regulation,.,.,Driver,"Forty female albino Wistar rats weighing 180-220 g were used in the study. Eight rats in each group were randomly assigned to five different groups: Group I (Sham); Group II (IR); Group III (IR + DMSO); Group IV (IR + Curcumin 100 mg/kg); and Group V (IR + 2 ug/kg LoxBlock-1) were determined. The animals were maintained at a temperature of 21 &plusmn; 2 and regulated humidity conditions (50 &plusmn; 5%) with a twelve-hour light/dark cycle. Throughout the experiment, the animals were fed standard commercial rat pellets and given tap water. All surgical and anesthesia procedures were performed understerile conditions. In addition, in a case of abnormal symptoms, the animals would be removed from the group and sacrificed under deep anesthesia.",REF001035,ICD-11: DB98,Ischemia-Reperfusion Injury,CELL10040; CELL10174; CELL10171,Liver tissues; Pancreas tissues; Heart tissues,Ferroptosis (hsa04216),Cell ferroptosis
1387,unique00450,O60488,.,ICD-11: DB98,Gossypol acetic acid,unique00450,"Gossypol acetic acid significantly attenuated myocardial infarct size, reduced lipid peroxidation, decreased the mRNA levels of the ferroptosis markers Ptgs2 and Acsl4, decreased the protein levels of ACSL4 and NRF2, and increased the protein levels of GPX4 in I/R-induced ex vivo rat hearts. Thus, GAA may play a cytoprotectant role in ferroptosis-induced cardiomyocyte death and myocardial ischemia/reperfusion-induced ferroptotic cell death.",Suppressor,.,Down regulation,.,.,Driver,"A total of 55 adult male Sprague-Dawley rat (350-450 g) were anesthetized with urethane (1.5 g/kg, i.p.), then the hearts were perfused in a Langendorff system. After 30 min of stabilization, hearts were subjected to 30 min of global no-flow ischemia by stopping the perfusion. Reperfusion was followed with Krebs Henseleit (KH) buffer and GAA together for 2 h. A thermoregulated chamber kept the heart at 37 throughout the experiment. Control hearts were not subjected to I/R. The heart slices were sectioned at a thickness of 2 mm and stained with triphenyltetrazolium chloride (25 mg/100 mL) for 10 min and then fixed with 4% formaldehyde solution for 48 h to enhance color contrast.",REF000593,ICD-11: DB98,Myocardial ischemia/reperfusion injury,CELL00030,H9C2,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
1388,unique00490,O60488,.,ICD-11: DB98,Xanthohumol,unique00490,"Xanthohumol can prevent ferroptosis during cardiac ischemia-reperfusion by reducing the expression of Acsl4 and Ptgs2 mRNA, reducing the expression of ACSL4 and NRF2 protein, and modulating the expression of GPX4 protein.",Suppressor,.,Down regulation,.,.,Driver,"Rats were anesthetized with urethane (1.5 g/kg, i.p.), then hearts were excised and arrested in Krebs Henseleit (KH) buffer as previously described. Following 30 min equilibration, ischemia was induced by halting perfusion for 45 min. Reperfusion was followed with KH buffer and XN (5 or 10 uM) together for 60 min. Control hearts were not subjected to I/R.",REF000654,ICD-11: DB98,Myocardial ischemia/reperfusion injury,CELL00030,H9C2,Ferroptosis (hsa04216); Fatty acid metabolism (hsa01212),Cell ferroptosis
